,swot_lake_id,swot_wse,swot_quality_f,swot_xovr_cal_q,swot_datetime,usgs_site_no,dateTime,usgs_X_62615_00000,usgs_X_62615_00000_cd,usgs_lat,usgs_long
35,7251008912,207.245,0,1,2024-02-03 15:11:10.931000+00:00,4295500,2024-02-03 15:15:00+00:00,681.72,P,44.93782448,-72.2062133
36,7120800622,328.27,0,1,2024-02-03 16:53:12.251000+00:00,5088500,2024-02-03 17:00:00+00:00,1077.12,P,48.4061111,-97.7894444
37,7120734332,443.677,0,1,2024-02-03 16:53:11.639000+00:00,5056222,2024-02-03 17:00:00+00:00,1458.85,P,48.25972559,-98.8470683
38,7510154643,51.707,0,1,2024-02-03 16:58:09.947000+00:00,312914093422701,2024-02-03 17:00:00+00:00,170.77,P,31.48733056,-93.7075306
39,7740049563,1261.702,0,0,2024-02-03 18:37:51.472000+00:00,11507001,2024-02-03 18:45:00+00:00,4143.02,P,42.24982719,-121.8163759
40,7740016312,43.925,0,0,2024-02-03 18:38:49.109000+00:00,390800121230701,2024-02-03 18:45:00+00:00,146.41,P,39.1333611,-121.3851444
41,7310167703,61.237,0,0,2024-02-04 04:29:28.679000+00:00,1019300,2024-02-04 04:30:00+00:00,201.92,P,45.2256833,-67.57705278
42,7510089842,170.395,0,1,2024-02-04 06:08:02.228000+00:00,303129097254701,2024-02-04 06:15:00+00:00,560.14,A,30.5249722,-97.4299444
43,7510089892,182.577,0,1,2024-02-04 06:08:01.298000+00:00,302926097322400,2024-02-04 06:15:00+00:00,599.75,A,30.49044444,-97.5400194
44,7730010462,1294.931,0,1,2024-02-04 07:54:30.221000+00:00,10382000,2024-02-04 08:00:00+00:00,4251.08,P,42.6034892,-120.1869045
45,7310086383,232.804,0,1,2024-02-04 15:12:16.670000+00:00,1323500,2024-02-04 15:15:00+00:00,765.29,P,43.3159042,-73.92706958
46,7250179013,29.282,0,1,2024-02-04 15:11:54.651000+00:00,4294500,2024-02-04 15:15:00+00:00,97.52,P,44.47616017,-73.2215166
47,7250179013,29.282,0,1,2024-02-04 15:11:54.651000+00:00,4294413,2024-02-04 15:15:00+00:00,97.54,A,44.05275,-73.4535
48,7250179013,29.282,0,1,2024-02-04 15:11:54.651000+00:00,4295000,2024-02-04 15:15:00+00:00,97.45,P,44.99627778,-73.3598056
49,7510093182,442.274,0,1,2024-02-05 06:09:08.415000+00:00,8098470,2024-02-05 06:15:00+00:00,1451.96,A,32.4158861,-98.8388139
50,7740049563,1261.747,0,1,2024-02-05 07:54:59.308000+00:00,11507001,2024-02-05 08:00:00+00:00,4142.98,P,42.24982719,-121.8163759
51,7510086353,270.255,0,1,2024-02-05 16:59:25.803000+00:00,8148100,2024-02-05 17:00:00+00:00,887.4,P,30.73161944,-98.38515
52,7510104473,302.993,0,1,2024-02-05 16:59:24.467000+00:00,8148000,2024-02-05 17:00:00+00:00,994.67,P,30.75125,-98.41835
53,7510093182,442.282,0,1,2024-02-05 16:58:55.988000+00:00,8098470,2024-02-05 17:00:00+00:00,1451.96,A,32.4158861,-98.8388139
54,7510088642,179.404,0,1,2024-02-05 16:59:31.154000+00:00,303437097285701,2024-02-05 17:00:00+00:00,593.83,A <,30.5771611,-97.4825611
55,7510089242,217.547,0,1,2024-02-05 16:59:31.192000+00:00,303231097394800,2024-02-05 17:00:00+00:00,714.82,A,30.54180833,-97.6633944
56,7310105492,1.231,0,0,2024-02-06 04:29:19.268000+00:00,1304250,2024-02-06 04:30:00+00:00,5.21,P,40.97969444,-72.55477778
57,7250181402,193.362,0,0,2024-02-06 04:30:15.532000+00:00,4285000,2024-02-06 04:30:00+00:00,634.79,P,44.3106136,-72.5748324
58,7251008912,206.952,0,0,2024-02-06 04:30:29.479000+00:00,4295500,2024-02-06 04:30:00+00:00,681.61,P,44.93782448,-72.2062133
59,7250132212,248.785,0,1,2024-02-06 15:13:31.004000+00:00,4227980,2024-02-06 15:15:00+00:00,817.9,A,42.79425,-77.72075
60,7320415112,-0.04,0,0,2024-02-06 15:15:39.905000+00:00,208458892,2024-02-06 15:15:00+00:00,0.65,P,35.5058333,-76.25388889
61,7320415112,-0.04,0,0,2024-02-06 15:15:39.905000+00:00,208458893,2024-02-06 15:15:00+00:00,0.69,P,35.50638889,-76.18388889
62,7310068803,349.623,0,0,2024-02-07 04:30:08.272000+00:00,1423910,2024-02-07 04:30:00+00:00,1148.81,P,42.08880556,-75.3125
63,7310086383,235.326,0,0,2024-02-07 04:30:31.094000+00:00,1323500,2024-02-07 04:30:00+00:00,764.76,P,43.3159042,-73.92706958
64,7310089123,499.544,0,0,2024-02-07 04:30:38.192000+00:00,1314500,2024-02-07 04:30:00+00:00,1640.14,P,43.75562018,-74.2759825
65,7320371623,65.349,0,1,2024-02-07 15:16:03.935000+00:00,2098197,2024-02-07 15:15:00+00:00,215.65,P,35.6547222,-79.0683333
66,7420077053,1152.424,0,1,2024-02-07 16:59:08.899000+00:00,7226800,2024-02-07 17:00:00+00:00,3781.98,A,35.3429861,-103.4442944
67,7520022972,2278.799,0,1,2024-02-08 06:11:37.899000+00:00,8316500,2024-02-08 06:15:00+00:00,7477.88,P,35.68944444,-105.88
68,7250215982,180.019,0,1,2024-02-08 15:13:41.048000+00:00,4129950,2024-02-08 15:15:00+00:00,592.36,P,45.57666667,-84.4880556
69,7421077962,354.494,0,1,2024-02-09 04:31:03.740000+00:00,3022550,2024-02-09 04:30:00+00:00,1163.95,P,41.69727799,-80.1014465
70,7720010812,1895.934,0,1,2024-02-09 06:11:46.495000+00:00,9386189,2024-02-09 06:15:00+00:00,6222.0,P,34.44888056,-108.7683861
71,7250032202,260.266,0,1,2024-02-09 15:15:12.555000+00:00,4097188,2024-02-09 15:15:00+00:00,856.07,P,42.1908768,-85.5508343
72,7320346123,56.544,0,1,2024-02-09 15:17:48.228000+00:00,2196483,2024-02-09 15:20:00+00:00,186.27,P,33.5629124,-82.0509506
73,7250202733,182.569,0,1,2024-02-09 15:13:34.808000+00:00,463741090521301,2024-02-09 15:14:00+00:00,601.43,P,46.6280833,-90.8703889
74,7250051493,226.872,0,1,2024-02-10 15:15:12.270000+00:00,4082500,2024-02-10 15:15:00+00:00,745.76,P,44.00970626,-88.5273365
75,7250051493,226.872,0,1,2024-02-10 15:15:12.270000+00:00,4084255,2024-02-10 15:15:00+00:00,745.79,P,44.07055556,-88.32888889
76,7250202733,182.532,0,1,2024-02-10 15:14:10.364000+00:00,463741090521301,2024-02-10 15:14:00+00:00,601.79,P,46.6280833,-90.8703889
77,7250215982,179.951,0,1,2024-02-11 04:33:11.732000+00:00,4129950,2024-02-11 04:30:00+00:00,592.34,P,45.57666667,-84.4880556
78,7250032202,260.327,0,1,2024-02-11 04:32:12.459000+00:00,4097188,2024-02-11 04:30:00+00:00,856.06,P,42.1908768,-85.5508343
79,7250202733,182.029,0,1,2024-02-11 04:33:28.528000+00:00,463741090521301,2024-02-11 04:34:00+00:00,601.79,P,46.6280833,-90.8703889
80,7250202733,182.49,0,1,2024-02-11 15:14:51.237000+00:00,463741090521301,2024-02-11 15:14:00+00:00,601.69,P,46.6280833,-90.8703889
81,7250202733,182.572,0,1,2024-02-12 04:34:16.312000+00:00,463741090521301,2024-02-12 04:34:00+00:00,601.77,P,46.6280833,-90.8703889
82,7310167703,61.214,0,0,2024-02-12 13:32:59.123000+00:00,1019300,2024-02-12 13:30:00+00:00,201.71,P,45.2256833,-67.57705278
83,7421099602,515.476,0,1,2024-02-13 04:34:22.637000+00:00,5390500,2024-02-13 04:30:00+00:00,1694.32,P,45.95013889,-89.05425
84,7421104612,510.949,0,1,2024-02-13 04:34:25.737000+00:00,5390100,2024-02-13 04:30:00+00:00,1679.47,P,46.1216185,-89.1520804
85,7250202733,182.509,0,1,2024-02-13 04:34:58.858000+00:00,463741090521301,2024-02-13 04:34:00+00:00,601.78,P,46.6280833,-90.8703889
86,7510154643,51.881,0,1,2024-02-13 04:30:01.831000+00:00,312914093422701,2024-02-13 04:30:00+00:00,171.12,P,31.48733056,-93.7075306
87,7120800622,327.155,0,1,2024-02-13 15:15:25.129000+00:00,5088500,2024-02-13 15:15:00+00:00,1077.25,P,48.4061111,-97.7894444
88,7420317722,214.247,0,1,2024-02-13 15:18:17.505000+00:00,6907720,2024-02-13 15:15:00+00:00,705.28,P,38.935,-93.5805556
89,7251008912,207.157,0,1,2024-02-14 13:34:05.085000+00:00,4295500,2024-02-14 13:30:00+00:00,681.4,P,44.93782448,-72.2062133
90,7310096392,40.595,0,0,2024-02-14 13:34:57.665000+00:00,420717071221301,2024-02-14 13:30:00+00:00,134.31,P,42.12138889,-71.37027778
91,7250179013,28.568,0,1,2024-02-14 13:34:05.365000+00:00,4294500,2024-02-14 13:30:00+00:00,97.09,P,44.47616017,-73.2215166
92,7250179013,28.568,0,1,2024-02-14 13:34:05.365000+00:00,4294413,2024-02-14 13:30:00+00:00,97.06,A,44.05275,-73.4535
93,7250179013,28.568,0,1,2024-02-14 13:34:05.365000+00:00,4295000,2024-02-14 13:30:00+00:00,96.91,P,44.99627778,-73.3598056
94,7120754902,441.028,0,1,2024-02-14 15:16:05.734000+00:00,5056500,2024-02-14 15:15:00+00:00,1450.52,P,48.09944515,-98.9031773
95,7120754882,442.246,0,1,2024-02-14 15:16:03.154000+00:00,5056241,2024-02-14 15:15:00+00:00,1450.57,P,48.23111277,-98.983463
96,7310167703,61.023,0,0,2024-02-15 02:52:20.455000+00:00,1019300,2024-02-15 02:45:00+00:00,201.51,P,45.2256833,-67.57705278
97,7510104473,302.963,0,1,2024-02-15 04:30:55.955000+00:00,8148000,2024-02-15 04:30:00+00:00,994.68,P,30.75125,-98.41835
98,7510086353,270.128,0,1,2024-02-15 04:30:54.836000+00:00,8148100,2024-02-15 04:30:00+00:00,887.33,P,30.73161944,-98.38515
99,7510090572,252.04,0,1,2024-02-15 04:30:51.992000+00:00,302814097444799,2024-02-15 04:30:00+00:00,826.62,A,30.4704472,-97.7463917
100,7510087732,267.284,0,1,2024-02-15 04:30:53.295000+00:00,303318097482000,2024-02-15 04:30:00+00:00,876.9,A,30.55493333,-97.805425
101,7510089242,217.853,0,1,2024-02-15 04:30:53.532000+00:00,303231097394800,2024-02-15 04:30:00+00:00,714.85,A,30.54180833,-97.6633944
102,7510074813,179.918,0,1,2024-02-15 04:31:32.510000+00:00,8045400,2024-02-15 04:30:00+00:00,591.25,P,32.78929559,-97.4164081
103,7510104533,195.814,0,1,2024-02-15 04:31:34.273000+00:00,8045000,2024-02-15 04:30:00+00:00,643.08,A,32.87437699,-97.4611872
104,7730010462,1295.036,0,1,2024-02-15 06:17:22.187000+00:00,10382000,2024-02-15 06:15:00+00:00,4250.96,P,42.6034892,-120.1869045
105,7250166752,542.125,0,1,2024-02-15 13:34:58.663000+00:00,4253300,2024-02-15 13:30:00+00:00,1780.44,P,43.74519444,-74.78263889
106,7310089123,499.112,0,1,2024-02-15 13:35:00.860000+00:00,1314500,2024-02-15 13:30:00+00:00,1638.89,P,43.75562018,-74.2759825
107,7510089842,170.259,0,1,2024-02-15 15:21:45.831000+00:00,303129097254701,2024-02-15 15:15:00+00:00,560.12,A,30.5249722,-97.4299444
108,7310096392,41.357,0,0,2024-02-16 02:51:55.678000+00:00,420717071221301,2024-02-16 02:45:00+00:00,134.31,P,42.12138889,-71.37027778
109,7510099982,542.46,0,1,2024-02-16 04:31:56.966000+00:00,8083460,2024-02-16 04:30:00+00:00,1780.6,P,32.38553056,-99.7317639
110,7120652552,295.606,0,1,2024-02-16 04:35:53.416000+00:00,5049900,2024-02-16 04:30:00+00:00,973.59,P,45.83605556,-96.5729444
111,7250130142,110.264,0,1,2024-02-16 13:35:44.064000+00:00,4240495,2024-02-16 13:30:00+00:00,363.12,P,43.1008333,-76.2114167
112,7310086383,232.17,0,0,2024-02-17 02:52:43.485000+00:00,1323500,2024-02-17 03:00:00+00:00,763.06,P,43.3159042,-73.92706958
113,7320415112,2.817,0,0,2024-02-17 02:50:33.271000+00:00,208458892,2024-02-17 02:45:00+00:00,0.68,P,35.5058333,-76.25388889
114,7320415112,2.817,0,0,2024-02-17 02:50:33.271000+00:00,208458893,2024-02-17 02:45:00+00:00,0.7,P,35.50638889,-76.18388889
115,7310010462,3.84,0,0,2024-02-17 02:51:27.716000+00:00,1484143,2024-02-17 02:45:00+00:00,14.07,P,38.91291667,-75.4441667
116,7310073893,388.615,0,0,2024-02-17 02:52:23.360000+00:00,1414750,2024-02-17 02:45:00+00:00,1275.93,P,42.08752778,-74.8196667
117,7310089123,499.148,0,0,2024-02-17 02:52:51.863000+00:00,1314500,2024-02-17 03:00:00+00:00,1638.64,P,43.75562018,-74.2759825
118,7251008912,207.331,0,0,2024-02-17 02:53:22.935000+00:00,4295500,2024-02-17 03:00:00+00:00,681.32,P,44.93782448,-72.2062133
119,7250179013,37.945,0,0,2024-02-17 02:53:11.952000+00:00,4294500,2024-02-17 03:00:00+00:00,96.92,P,44.47616017,-73.2215166
120,7250179013,37.945,0,0,2024-02-17 02:53:11.952000+00:00,4294413,2024-02-17 03:00:00+00:00,96.9,A,44.05275,-73.4535
121,7250179013,37.945,0,0,2024-02-17 02:53:11.952000+00:00,4295000,2024-02-17 03:00:00+00:00,96.82,P,44.99627778,-73.3598056
122,7120754902,440.732,0,1,2024-02-17 04:37:02.065000+00:00,5056500,2024-02-17 04:30:00+00:00,1450.52,P,48.09944515,-98.9031773
123,7421078952,331.136,0,1,2024-02-17 13:36:40.091000+00:00,3019500,2024-02-17 13:30:00+00:00,1088.41,P,41.47367335,-79.4386572
124,7420077053,1152.37,0,1,2024-02-17 15:21:22.905000+00:00,7226800,2024-02-17 15:15:00+00:00,3781.96,P,35.3429861,-103.4442944
125,7320371623,65.637,0,0,2024-02-18 02:51:02.066000+00:00,2098197,2024-02-18 02:45:00+00:00,216.1,P,35.6547222,-79.0683333
126,7250215982,179.762,0,1,2024-02-19 13:36:33.757000+00:00,4129950,2024-02-19 13:30:00+00:00,592.34,P,45.57666667,-84.4880556
127,7250202733,182.7,0,1,2024-02-19 13:35:54.873000+00:00,463741090521301,2024-02-19 13:36:00+00:00,601.92,P,46.6280833,-90.8703889
128,7250202733,182.59,0,1,2024-02-20 13:36:23.959000+00:00,463741090521301,2024-02-20 13:36:00+00:00,601.95,P,46.6280833,-90.8703889
129,7250202733,182.59,0,1,2024-02-20 13:36:23.959000+00:00,463741090521301,2024-02-20 13:36:00+00:00,601.95,P,46.6280833,-90.8703889
130,7421067492,332.202,0,1,2024-02-21 13:37:58.120000+00:00,5401063,2024-02-21 13:45:00+00:00,1092.62,P,44.19563889,-89.4174722
131,7250202733,182.583,0,1,2024-02-21 13:37:04.833000+00:00,463741090521301,2024-02-21 13:38:00+00:00,601.73,P,46.6280833,-90.8703889
132,7250215982,179.96,0,1,2024-02-22 02:56:04.542000+00:00,4129950,2024-02-22 03:00:00+00:00,592.33,P,45.57666667,-84.4880556
133,7250202733,182.742,0,1,2024-02-22 13:37:46.513000+00:00,463741090521301,2024-02-22 13:38:00+00:00,601.97,P,46.6280833,-90.8703889
134,7250046332,256.159,0,1,2024-02-23 02:56:20.405000+00:00,445322088281801,2024-02-23 03:00:00+00:00,840.37,P,44.8875,-88.4722222
135,7250202733,182.55,0,1,2024-02-23 02:57:10.666000+00:00,463741090521301,2024-02-23 02:58:00+00:00,601.45,P,46.6280833,-90.8703889
136,7730010462,1295.196,0,1,2024-02-23 15:22:20.084000+00:00,10382000,2024-02-23 15:15:00+00:00,4251.07,P,42.6034892,-120.1869045
137,7421104612,511.212,0,1,2024-02-24 02:57:18.081000+00:00,5390100,2024-02-24 03:00:00+00:00,1679.44,P,46.1216185,-89.1520804
138,7250202733,182.532,0,1,2024-02-24 02:57:42.143000+00:00,463741090521301,2024-02-24 02:58:00+00:00,601.38,P,46.6280833,-90.8703889
139,7510154643,51.934,0,1,2024-02-24 02:52:58.113000+00:00,312914093422701,2024-02-24 03:00:00+00:00,171.22,P,31.48733056,-93.7075306
140,7251008912,207.015,0,1,2024-02-24 11:56:16.209000+00:00,4295500,2024-02-24 12:00:00+00:00,680.99,P,44.93782448,-72.2062133
141,7120754882,440.954,0,1,2024-02-24 13:38:16.071000+00:00,5056241,2024-02-24 13:45:00+00:00,1450.58,P,48.23111277,-98.983463
142,7120754902,440.835,0,1,2024-02-24 13:38:19.288000+00:00,5056500,2024-02-24 13:45:00+00:00,1450.52,P,48.09944515,-98.9031773
143,7120734332,443.396,0,1,2024-02-24 13:38:16.904000+00:00,5056222,2024-02-24 13:45:00+00:00,1458.86,P,48.25972559,-98.8470683
144,7510154643,51.815,0,1,2024-02-24 13:43:15.153000+00:00,312914093422701,2024-02-24 13:45:00+00:00,171.21,P,31.48733056,-93.7075306
145,7740049563,1261.966,0,0,2024-02-24 15:22:57.013000+00:00,11507001,2024-02-24 15:30:00+00:00,4143.76,P,42.24982719,-121.8163759
146,7740015552,49.472,0,0,2024-02-24 15:23:54.210000+00:00,390828121225901,2024-02-24 15:30:00+00:00,164.36,P,39.14118889,-121.3830806
147,7740016312,44.12,0,0,2024-02-24 15:23:54.349000+00:00,390800121230701,2024-02-24 15:30:00+00:00,146.39,P,39.1333611,-121.3851444
148,7310167703,61.161,0,0,2024-02-25 01:14:34.784000+00:00,1019300,2024-02-25 01:15:00+00:00,201.55,P,45.2256833,-67.57705278
149,7510087692,149.876,0,1,2024-02-25 02:53:08.735000+00:00,303425097175601,2024-02-25 03:00:00+00:00,493.13,A,30.57366667,-97.299
150,7510087752,200.958,0,1,2024-02-25 02:53:07.438000+00:00,303234097345700,2024-02-25 03:00:00+00:00,659.62,A,30.54290833,-97.5825889
151,7730010462,1294.879,0,1,2024-02-25 04:39:35.551000+00:00,10382000,2024-02-25 04:45:00+00:00,4251.07,P,42.6034892,-120.1869045
152,7310086383,231.935,0,1,2024-02-25 11:57:21.977000+00:00,1323500,2024-02-25 12:00:00+00:00,761.12,P,43.3159042,-73.92706958
153,7250179013,28.998,0,1,2024-02-25 11:56:59.996000+00:00,4294500,2024-02-25 12:00:00+00:00,96.35,P,44.47616017,-73.2215166
154,7250179013,28.998,0,1,2024-02-25 11:56:59.996000+00:00,4294413,2024-02-25 12:00:00+00:00,96.33,P,44.05275,-73.4535
155,7250179013,28.998,0,1,2024-02-25 11:56:59.996000+00:00,4295000,2024-02-25 12:00:00+00:00,96.44,P,44.99627778,-73.3598056
156,7250130142,110.224,0,1,2024-02-26 11:57:57.196000+00:00,4240495,2024-02-26 12:00:00+00:00,363.19,P,43.1008333,-76.2114167
157,7510093182,442.373,0,1,2024-02-26 13:44:01.332000+00:00,8098470,2024-02-26 13:45:00+00:00,1452.07,A,32.4158861,-98.8388139
158,7510087752,200.931,0,1,2024-02-26 13:44:36.748000+00:00,303234097345700,2024-02-26 13:45:00+00:00,659.62,A,30.54290833,-97.5825889
159,7510087732,267.041,0,1,2024-02-26 13:44:35.921000+00:00,303318097482000,2024-02-26 13:45:00+00:00,876.81,P,30.55493333,-97.805425
160,7510088642,179.576,0,1,2024-02-26 13:44:36.485000+00:00,303437097285701,2024-02-26 13:45:00+00:00,593.85,A <,30.5771611,-97.4825611
161,7510089242,217.559,0,1,2024-02-26 13:44:36.520000+00:00,303231097394800,2024-02-26 13:45:00+00:00,714.58,A,30.54180833,-97.6633944
162,7510089842,170.634,0,1,2024-02-26 13:44:37.482000+00:00,303129097254701,2024-02-26 13:45:00+00:00,560.06,A,30.5249722,-97.4299444
163,7510086353,270.237,0,1,2024-02-26 13:44:31.133000+00:00,8148100,2024-02-26 13:45:00+00:00,887.46,P,30.73161944,-98.38515
164,7251008912,207.002,0,0,2024-02-27 01:15:34.872000+00:00,4295500,2024-02-27 01:15:00+00:00,680.83,P,44.93782448,-72.2062133
165,7250132212,248.656,0,1,2024-02-27 11:58:36.410000+00:00,4227980,2024-02-27 12:00:00+00:00,817.41,A,42.79425,-77.72075
166,7320415112,-0.209,0,0,2024-02-27 12:00:44.044000+00:00,208458892,2024-02-27 12:00:00+00:00,0.54,P,35.5058333,-76.25388889
167,7320415112,-0.209,0,0,2024-02-27 12:00:44.044000+00:00,208458893,2024-02-27 12:00:00+00:00,0.6,P,35.50638889,-76.18388889
168,7310068803,348.334,0,0,2024-02-28 01:15:13.733000+00:00,1423910,2024-02-28 01:15:00+00:00,1143.92,P,42.08880556,-75.3125
169,7310089123,498.754,0,0,2024-02-28 01:15:43.659000+00:00,1314500,2024-02-28 01:15:00+00:00,1637.3,P,43.75562018,-74.2759825
170,7310044592,187.673,0,0,2024-02-28 01:14:38.460000+00:00,148064640,2024-02-28 01:15:00+00:00,616.97,P,40.10787735,-75.86382678
171,7310073893,388.015,0,0,2024-02-28 01:15:14.988000+00:00,1414750,2024-02-28 01:15:00+00:00,1274.08,P,42.08752778,-74.8196667
172,7420077053,1152.301,0,1,2024-02-28 02:56:06.254000+00:00,7226800,2024-02-28 03:00:00+00:00,3781.84,P,35.3429861,-103.4442944
173,7120754902,440.909,0,1,2024-02-28 02:59:54.567000+00:00,5056500,2024-02-28 03:00:00+00:00,1450.51,P,48.09944515,-98.9031773
174,7420077053,1152.478,0,1,2024-02-28 13:44:14.312000+00:00,7226800,2024-02-28 13:45:00+00:00,3781.92,P,35.3429861,-103.4442944
175,7320371623,65.533,0,1,2024-02-29 01:13:52.996000+00:00,2098197,2024-02-29 01:15:00+00:00,215.5,P,35.6547222,-79.0683333
176,7320345753,22.199,0,1,2024-02-29 01:13:09.064000+00:00,2172000,2024-02-29 01:15:00+00:00,73.94,P,33.24448056,-79.9915556
177,7320345753,22.199,0,1,2024-02-29 01:13:09.064000+00:00,2171635,2024-02-29 01:15:00+00:00,73.79,P,33.39888889,-79.9975
178,7250215982,179.765,0,1,2024-02-29 11:58:46.530000+00:00,4129950,2024-02-29 12:00:00+00:00,592.31,P,45.57666667,-84.4880556
179,7320346123,56.07,0,1,2024-03-01 01:13:46.034000+00:00,2196483,2024-03-01 01:15:00+00:00,184.34,P,33.5629124,-82.0509506
180,7720010812,1895.828,0,1,2024-03-01 02:56:52.058000+00:00,9386189,2024-03-01 03:00:00+00:00,6221.98,P,34.44888056,-108.7683861
181,7120107212,575.335,0,1,2024-03-01 03:01:15.686000+00:00,5113750,2024-03-01 03:00:00+00:00,1887.18,P,48.99050865,-102.7858652
